404	404	6.828	2	6.828
405	405	7.24	4	7.24
406	406	7.52	5	7.52
407	407	8.21	7	8.21
408	408	2.293	3	2.293
409	409	7.88	3	7.88
410	410	4.94	4	4.94
411	411	7.52	5	7.52
412	412	7.21	7	7.21
413	413	7.164	11	7.164
414	414	7.215	3	7.215
415	415	6.124	3	6.124
416	416	7.03	4	7.03
417	417	5.659	3	5.659
418	418	7.164	2	7.164
419	419	6.94	4	6.94
420	420	6.389	11	6.389
421	421	9.735	2	9.735
422	422	7.637	2	7.637
423	423	5.555	3	5.555
424	424	7.70	5	7.70
425	425	9.27	2	9.27
426	426	5.08	2	5.08
427	427	7.57	3	7.57
428	428	9.09	9	9.09
429	429	6.288	3	6.288
430	430	7.31	4	7.31
431	431	6.59	7	6.59
432	432	9.22	3	9.22
433	433	5.337	3	5.337
434	434	8.093	2	8.093
435	435	4.38	3	4.38
436	436	7.93	3	7.93
437	437	8.52	3	8.52
438	438	6.371	10	6.371
439	439	4.931	3	4.931
440	440	5.147	3	5.147
441	441	8.359	2	8.359
442	442	8.149	2	8.149
443	443	6.012	3	6.012
444	444	4.808	3	4.808
445	445	8.23	2	8.23
446	446	7.29	7	7.29
447	447	9.16	3	9.16
448	448	6.13	4	6.13
449	449	6.303	11	6.303
450	450	5.013	3	5.013
451	451	4.484	11	4.484
452	452	5.54	1	5.54
453	453	9.28	9	9.28
454	454	7.52	7	7.52
455	455	6.610	11	6.610
456	456	5.720	3	5.720
457	457	8.25	3	8.25
458	458	6.46	1	6.46
459	459	4.962	3	4.962
460	460	5.661	3	5.661
461	461	5.04	1	5.04
462	462	7.16	9	7.16
463	463	5.743	3	5.743
464	464	6.610	10	6.610
465	465	7.482	2	7.482
466	466	7.288	10	7.288
467	467	3.554	10	3.554
468	468	6.439	3	6.439
469	469	5.24	1	5.24
470	470	7.13	3	7.13
471	471	8.359	2	8.359
472	472	7.84	5	7.84
473	473	4.681	3	4.681
474	474	5.401	11	5.401
475	475	5.22	1	5.22
476	476	8.22	3	8.22
477	477	6.41	8	6.41
478	478	7.034	3	7.034
479	479	8.513	2	8.513
480	480	4.979	3	4.979
481	481	5.172	3	5.172
482	482	6.312	2	6.312
483	483	4.452	3	4.452
484	484	5.60	4	5.60
485	485	5.256	3	5.256
486	486	8.20	2	8.20
487	487	8.466	2	8.466
488	488	8.201	11	8.201
489	489	5.700	3	5.700
490	490	6.111	3	6.111
491	491	9.54	3	9.54
492	492	8.987	2	8.987
493	493	8.40	2	8.40
494	494	4.804	3	4.804
495	495	8.292	10	8.292
496	496	9.04	7	9.04
497	497	6.63	4	6.63
498	498	5.309	11	5.309
499	499	8.67	5	8.67
500	500	7.42	7	7.42
501	501	4.341	10	4.341
502	502	6.80	8	6.80
503	503	5.701	3	5.701
504	504	5.843	3	5.843
505	505	7.80	7	7.80
506	506	6.51	3	6.51
507	507	5.628	10	5.628
508	508	4.24	7	4.24
509	509	7.461	10	7.461
510	510	7.44	6	7.44
511	511	8.985	2	8.985
512	512	7.440	11	7.440
513	513	5.213	10	5.213
514	514	8.55	5	8.55
515	515	4.814	3	4.814
516	516	9.54	5	9.54
517	517	5.561	3	5.561
518	518	6.904	11	6.904
519	519	6.88	4	6.88
520	520	6.47	2	6.47
521	521	8.93	3	8.93
522	522	4.929	3	4.929
523	523	6.698	10	6.698
524	524	4.109	3	4.109
525	525	5.34	1	5.34
526	526	8.06	2	8.06
527	527	8.202	11	8.202
528	528	6.35	7	6.35
529	529	5.913	3	5.913
530	530	7.24	1	7.24
531	531	4.932	11	4.932
532	532	6.010	11	6.010
533	533	6.283	11	6.283
534	534	6.445	3	6.445
535	535	5.64	4	5.64
536	536	6.49	4	6.49
537	537	7.59	2	7.59
538	538	5.68	4	5.68
539	539	5.327	10	5.327
540	540	5.825	3	5.825
541	541	4.981	10	4.981
542	542	5.422	11	5.422
543	543	6.670	10	6.670
544	544	8.103	11	8.103
545	545	7.32	5	7.32
546	546	6.247	11	6.247
547	547	7.264	11	7.264
548	548	5.77	8	5.77
549	549	8.32	2	8.32
550	550	3.655	3	3.655
551	551	6.56	1	6.56
552	552	6.452	11	6.452
553	553	6.73	6	6.73
554	554	7.434	10	7.434
555	555	9.13	2	9.13
556	556	6.38	7	6.38
557	557	5.71	8	5.71
558	558	5.75	6	5.75
559	559	6.785	2	6.785
560	560	5.504	11	5.504
561	561	7.47	5	7.47
562	562	6.089	3	6.089
563	563	9.580	2	9.580
564	564	0.407	3	0.407
565	565	10.128	2	10.128
566	566	8.37	2	8.37
567	567	4.078	3	4.078
568	568	9.27	5	9.27
569	569	6.889	2	6.889
570	570	6.588	2	6.588
571	571	6.68	1	6.68
572	572	6.828	2	6.828
573	573	6.784	11	6.784
574	574	6.986	3	6.986
575	575	6.655	10	6.655
576	576	8.25	3	8.25
577	577	6.063	3	6.063
578	578	7.76	5	7.76
579	579	4.394	3	4.394
580	580	5.78	4	5.78
581	581	8.093	2	8.093
582	582	5.031	2	5.031
583	583	5.762	3	5.762
584	584	4.321	10	4.321
585	585	5.979	11	5.979
586	586	6.745	3	6.745
587	587	7.47	5	7.47
588	588	6.26	1	6.26
589	589	7.17	4	7.17
590	590	8.09	3	8.09
591	591	7.80	3	7.80
592	592	5.863	3	5.863
593	593	5.012	3	5.012
594	594	7.516	2	7.516
595	595	6.52	1	6.52
596	596	5.223	11	5.223
597	597	8.56	1	8.56
598	598	8.29	3	8.29
599	599	5.36	1	5.36
600	600	6.814	2	6.814
601	601	9.31	5	9.31
602	602	4.97	6	4.97
603	603	8.55	5	8.55
604	604	7.740	10	7.740
605	605	5.232	3	5.232
606	606	5.484	3	5.484
607	607	4.502	11	4.502
608	608	6.970	11	6.970
609	609	7.68	5	7.68
610	610	7.814	11	7.814
611	611	9.14	2	9.14
612	612	7.45	3	7.45
613	613	7.372	2	7.372
614	614	5.64	6	5.64
615	615	7.44	3	7.44
616	616	7.71	9	7.71
617	617	5.138	3	5.138
618	618	6.801	11	6.801
619	619	4.36	2	4.36
620	620	7.27	2	7.27
621	621	5.30	2	5.30
622	622	4.811	10	4.811
623	623	5.35	6	5.35
624	624	7.241	2	7.241
625	625	7.40	5	7.40
626	626	4.69	3	4.69
627	627	6.000	3	6.000
628	628	7.100	10	7.100
629	629	4.48	1	4.48
630	630	7.46	2	7.46
631	631	5.191	10	5.191
632	632	7.930	2	7.930
633	633	4.422	10	4.422
634	634	6.336	3	6.336
635	635	7.860	10	7.860
636	636	9.33	7	9.33
637	637	6.80	1	6.80
638	638	5.134	2	5.134
639	639	5.94	4	5.94
640	640	6.15	3	6.15
641	641	7.33	8	7.33
642	642	5.93	4	5.93
643	643	5.901	11	5.901
644	644	5.850	3	5.850
645	645	6.86	6	6.86
646	646	7.76	2	7.76
647	647	7.069	2	7.069
648	648	5.731	3	5.731
649	649	7.250	2	7.250
650	650	6.133	11	6.133
651	651	7.25	2	7.25
652	652	6.26	4	6.26
653	653	5.073	3	5.073
654	654	9.020	2	9.020
655	655	8.57	5	8.57
656	656	6.940	10	6.940
657	657	6.407	2	6.407
658	658	6.76	4	6.76
659	659	7.78	7	7.78
660	660	6.437	3	6.437
661	661	7.58	1	7.58
662	662	6.13	2	6.13
663	663	7.37	3	7.37
664	664	5.969	3	5.969
665	665	7.93	2	7.93
666	666	6.07	4	6.07
667	667	4.11	2	4.11
668	668	7.03	4	7.03
669	669	2.850	3	2.850
670	670	7.258	10	7.258
671	671	6.720	11	6.720
672	672	7.39	4	7.39
673	673	6.706	11	6.706
674	674	9.665	2	9.665
675	675	5.444	3	5.444
676	676	8.021	2	8.021
677	677	6.85	5	6.85
678	678	6.144	10	6.144
679	679	6.397	11	6.397
680	680	8.23	4	8.23
681	681	2.743	2	2.743
